04/29/2022,Eidos,ID787,"Ash Vedder",Customer,"Holistic  Bureaucracy","Karma Police","The Circle",Ishbal,Amestris,0,N/A,5,2,10,Vorador,,2,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/29/2022,Eidos,ID787,"Ash Vedder",Customer,"Holistic  Bureaucracy","Karma Police","The Circle",Ishbal,Amestris,0,N/A,5,2,10,Dumah,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/29/2022,Eidos,ID787,"Ash Vedder",Customer,"Holistic  Bureaucracy","Karma Police","The Circle",Ishbal,Amestris,0,N/A,5,2,10,Melchiah,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/29/2022,Eidos,ID787,"Ash Vedder",Customer,"Holistic  Bureaucracy","Karma Police","The Circle",Ishbal,Amestris,0,N/A,5,2,10,Turel,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/29/2022,Eidos,ID787,"Ash Vedder",Customer,"Holistic  Bureaucracy","Karma Police","The Circle",Ishbal,Amestris,0,N/A,5,2,10,Nuprator,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/29/2022,Eidos,ID787,"Ash Vedder",Customer,"Holistic  Bureaucracy","Karma Police","The Circle",Ishbal,Amestris,0,N/A,5,2,10,Moebius,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/29/2022,Eidos,ID787,"Ash Vedder",Customer,"Holistic  Bureaucracy","Karma Police","The Circle",Ishbal,Amestris,0,N/A,5,2,10,Ariel,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
05/01/2022,,,"Juan Correa",Professional,,,,,,,,,,2,,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
05/01/2022,,,"Juan Correa",Professional,,,,,,,,,,2,,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
05/02/2022,testgp,,"Juan Correa",Professional,2,,,,,,,,,1,hey,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
05/02/2022,test,123,"Juan Correa",Professional,expenses,,am,,,2,"123,345",3,2,2,test2,,5,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
05/02/2022,test,123,"Juan Correa",Professional,expenses,,am,,,2,"123,345",3,2,2,ghjdjh,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
05/03/2022,transam,ID878,"Ash Vedder",Customer,Benefits,"Severance Accrual",HCS,APAC,Switzerland,,N/A,3,2,4,Raziel,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
05/03/2022,transam,ID878,"Ash Vedder",Customer,Benefits,"Severance Accrual",HCS,APAC,Switzerland,,N/A,3,2,4,Kain,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
05/03/2022,transam,ID878,"Ash Vedder",Customer,Benefits,"Severance Accrual",HCS,APAC,Switzerland,,N/A,3,2,4,Janos,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
05/03/2022,transam,ID878,"Ash Vedder",Customer,Benefits,"Severance Accrual",HCS,APAC,Switzerland,,N/A,3,2,4,Melchiah,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
